""                 "baseMean"         "log2FoldChange"       "lfcSE"            "stat"                 "pvalue"              "padj"
"ENSG00000224541"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000201464"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000201467"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000262953"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000278447"  0.25               -0.855266917860253     1.36709826282933   -0.625607493707295     0.531572422357683     NA
"ENSG00000212658"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000212659"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000265908"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000265905"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229433"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000212657"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000265902"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000253140"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260367"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260366"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260364"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260362"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260361"  1.36880242401829   -0.103966521550717     1.56397393532596   -0.0664758658711588    0.94699897144451      NA
"ENSG00000280160"  1.87449688211987   0.263516101225826      1.58741194309906   0.166003602512509      0.86815411511572      NA
"ENSG00000260369"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260368"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000021300"  20.9991723494668   3.94944921007999       1.16092988458605   3.40197049151527       0.000669018610700173  0.0213780836270219
"ENSG00000217026"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000217027"  1.41253494934553   -0.510207421968845     1.56718197168405   -0.325557230230634     0.74475937596047      NA
"ENSG00000213332"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000100399"  2.82506989869106   -0.734045410203021     1.56338519435797   -0.469523066261651     0.638695801365205     NA
"ENSG00000209482"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000209480"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000253149"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000100393"  18.2307505297499   -0.238185826163955     1.05735250887123   -0.225266242020108     0.821772159731851     0.999838284898011
"ENSG00000213331"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000100395"  23.7346456691649   0.470320498160599      0.927482847221681  0.507093473016204      0.612089234472996     0.999838284898011
"ENSG00000200552"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000259164"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223208"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223203"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000223202"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000232353"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200553"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000222356"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000213338"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000196550"  1.91844256028096   1.36661946288579       1.58865517314942   0.860236686968729      0.38965858528773      NA
"ENSG00000196553"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000196557"  5.59236642582966   0.2024838169258        1.45692934696419   0.138979846447404      0.889466074683831     0.999838284898011
"ENSG00000264387"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000282206"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000264386"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000197208"  1.40562110264984   1.59415125756961       1.53979335593812   1.03530207571156       0.300527860765397     NA
"ENSG00000239468"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000239462"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000151292"  15.5484802760776   0.253985220276447      1.03325107784781   0.24581171577917       0.805827987400289     0.999838284898011
"ENSG00000113141"  69.1403858286327   -0.569581015292148     0.749925989794015  -0.759516303000242     0.447543765385419     0.999838284898011
"ENSG00000239464"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280164"  0.25               -0.855266917860253     1.36709826282933   -0.625607493707295     0.531572422357683     NA
"ENSG00000217686"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000217684"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000217680"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000222359"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211947"  3.80554774719811   0.419582652475649      1.47237697903092   0.284969582145876      0.775667446046296     NA
"ENSG00000026652"  10.4190820187825   -0.559116361738121     1.30272516180385   -0.429189807744195     0.66778509968374      0.999838284898011
"ENSG00000205955"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000177971"  58.620248039437    0.623700868452917      0.873985865979922  0.713628094836084      0.47545718013875      0.999838284898011
"ENSG00000211945"  3.09928027252534   0.685677365256601      1.51573732555289   0.452372158221074      0.651000900788303     NA
"ENSG00000205959"  1.5                -1.96888623526846      1.57737920779674   -1.24820095607737      0.211957473930103     NA
"ENSG00000185158"  4.98760484803659   -1.09812942811293      1.45185460648099   -0.756363222054704     0.449431452219246     0.999838284898011
"ENSG00000211681"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211682"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211683"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211684"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211685"  1.68674532317981   1.81766734442396       1.5642163503834    1.16203065130884       0.245223014639055     NA
"ENSG00000211687"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211688"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211689"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000185155"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000185156"  0.843372661589906  1.12422743659265       1.4464387205867    0.777238206217708      0.437018244916452     NA
"ENSG00000255042"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229565"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229562"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229563"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229560"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000225192"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255040"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229568"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229569"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000213260"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000106635"  42.4708775041825   0.0924284528412171     0.8253838045969    0.11198239210225       0.910837367814986     0.999838284898011
"ENSG00000106636"  58.3236861388641   0.482556597930994      0.76990357958897   0.626775366064174      0.530806493237317     0.999838284898011
"ENSG00000261103"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280299"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000106631"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000106633"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000280295"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000213269"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704256     0.470699415056661     NA
"ENSG00000280296"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000106638"  18.4742034603129   -1.36893035326203      0.997401204752832  -1.3724971924425       0.169908712292737     0.781300700079168
"ENSG00000225196"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211538"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000211532"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255045"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000123584"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000260668"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206812"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000152670"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000152672"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704257     0.47069941505666      NA
"ENSG00000207569"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000238731"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000238730"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000238735"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000143643"  12.6924993096904   0.745866760758243      1.10000530551206   0.678057421196745      0.497735286229435     0.999838284898011
"ENSG00000124588"  32.5198186535346   -0.24656123027549      0.95214605064542   -0.25895316176374      0.795671379546179     0.999838284898011
"ENSG00000143641"  58.7190781854959   -0.199412925357618     0.762894522219242  -0.26138990325626      0.793791842496326     0.999838284898011
"ENSG00000124587"  25.3572837041891   0.334074566884406      0.996271047589454  0.335324977768572      0.737379953817735     0.999838284898011
"ENSG00000167332"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000167333"  10.5614553581335   -0.828362668477994     1.16889456280431   -0.708671846749515     0.478528139539983     0.999838284898011
"ENSG00000009830"  18.1974006848656   0.749387071432587      1.00835409901467   0.74317848478512       0.457373627501649     0.999838284898011
"ENSG00000281655"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000281652"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000220161"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000258056"  11.0423595123083   0.457173098414221      1.13398509151649   0.403156180653874      0.68683333323913      0.999838284898011
"ENSG00000244183"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000178927"  85.7770182554639   0.906949031234918      0.765567965569203  1.18467474087764       0.236146073170888     0.894375917600504
"ENSG00000178921"  8.73090415417476   -0.769750875106701     1.22480145295468   -0.628469923226964     0.529696143628525     0.999838284898011
"ENSG00000178922"  94.8365790588915   0.895770954822176      0.923200822591016  0.970288297954657      0.331902808575559     0.974529453800529
"ENSG00000178928"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000266341"  1                  -1.45764342658345      1.52168190836817   -0.957915986624703     0.33810512442141      NA
"ENSG00000266340"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252861"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252860"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252863"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000168310"  26.8206781783914   0.171288761156113      0.935841328779234  0.183031840856561      0.854773035220076     0.999838284898011
"ENSG00000258057"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252867"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000168314"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000262456"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000212135"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704256     0.470699415056661     NA
"ENSG00000262454"  9.15562110264984   -1.93230976227409      1.32619008958658   -1.45703830653451      0.145105806445641     0.724829264139019
"ENSG00000212133"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000229492"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000241073"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000268416"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000114268"  12.0165629726212   3.12520060392449       1.24599468914708   2.50819737126148       0.0121348864533892    0.170723014983435
"ENSG00000241074"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000268412"  0.662534949345529  0.220541750973968      1.45397827166116   0.151681600249776      0.879438070112911     NA
"ENSG00000200673"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200670"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000200677"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000040487"  12.7105889197554   0.431710884667274      1.10119340587655   0.392039111715921      0.69502931526312      0.999838284898011
"ENSG00000200674"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704256     0.470699415056661     NA
"ENSG00000204709"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000204703"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000204702"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000204701"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000204700"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000204706"  1.03112422052997   -0.49344296964382      1.51819392902879   -0.325019722585429     0.745166144906346     NA
"ENSG00000204705"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000204704"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227973"  0.562248441059937  1.04049169950825       1.42689885997507   0.729197933150233      0.465880595333041     NA
"ENSG00000217929"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000153107"  15.4239833939577   -0.0915113027172032    1.0421413648696    -0.0878108343090806    0.930027026498099     0.999838284898011
"ENSG00000228778"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000228779"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000228775"  2                  -2.37571577345732      1.59041100019256   -1.49377473695144      0.135234506711565     NA
"ENSG00000228776"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000228777"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000228770"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000228771"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000228772"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279268"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279269"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000222685"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279261"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279262"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285448"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279264"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279265"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279266"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000279267"  2.45626747467276   -1.8170807501207       1.5743087949084    -1.15420859998843      0.248414657606358     NA
"ENSG00000226646"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226647"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226644"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226645"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226642"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226643"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226640"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000226641"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000164047"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000143756"  23.7736899721508   -0.185926027617055     0.933010474084361  -0.19927539162893      0.842047327757145     0.999838284898011
"ENSG00000226648"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000226649"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000158022"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000158023"  0.618802424018293  1.06979771171814       1.4341121945058    0.745965145416531      0.455688470253295     NA
"ENSG00000183242"  1.31246159389379   1.75930486380378       1.56142903738791   1.12672738989592       0.259857758262736     NA
"ENSG00000198723"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000167800"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000283728"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000227412"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000183248"  1.18105086507823   1.64667591675299       1.54968253981652   1.06258919129847       0.287968290809887     NA
"ENSG00000183249"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000127774"  26.7375345728195   1.87743684636278       1.13168574645946   1.65897366140419       0.097121099826231     0.6034713661816
"ENSG00000239926"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000143753"  59.0836186928405   -0.269611463340436     0.78369420008719   -0.344026360422778     0.730826461962168     0.999838284898011
"ENSG00000239923"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000239922"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000239921"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000239920"  0.206267474672764  0.808358522065789      1.35156465256271   0.598090901928411      0.549779280591825     NA
"ENSG00000233924"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000233927"  437.899950214449   1.66262876127445       0.744489006159318  2.23324823807895       0.025532578872537     0.269223091780963
"ENSG00000233926"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000233921"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000233920"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000239432"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000233922"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000173838"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000233929"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000122729"  154.38606438355    -2.58183578220536      0.719514863842593  -3.58830082872364      0.000332840116970941  0.0122902882160588
"ENSG00000227418"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000245311"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000245317"  0.412534949345529  0.980971711963575      1.41086714043019   0.695297015468418      0.486869184255752     NA
"ENSG00000165406"  16.6802577821518   -1.39674631052413      1.03277012882646   -1.35242710022147      0.176238724891348     0.794271363249408
"ENSG00000165409"  0.843372661589906  1.12422743659265       1.4464387205867    0.777238206217708      0.437018244916452     NA
"ENSG00000257998"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000257999"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000241258"  15.7358055293499   -0.455729139179745     1.0427530336406    -0.437044174869135     0.662079311709218     0.999838284898011
"ENSG00000164715"  16.8991930900309   0.443882718506079      1.04470493771985   0.424888121496665      0.670918234288879     0.999838284898011
"ENSG00000257991"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000257997"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000257994"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000257995"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206635"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206634"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206637"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206636"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206631"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000281691"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000256691"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000225224"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255843"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000206639"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255847"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000255845"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207944"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254718"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207946"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207947"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207940"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207941"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207942"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000207943"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254710"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254713"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254712"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254715"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254714"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000254717"  1.03112422052997   -0.49344296964382      1.51819392902879   -0.325019722585428     0.745166144906346     NA
"ENSG00000147614"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000240849"  32.3345058717827   -0.643486478706018     0.877649055989809  -0.733193381015258     0.463440491793407     0.999838284898011
"ENSG00000278135"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000278134"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000278133"  3.68695847601367   0.624031054257891      1.51580157292836   0.411683867732325      0.680571150807992     NA
"ENSG00000158683"  1.25               -1.47565911817382      1.52134634374755   -0.969969214596336     0.332061837503948     NA
"ENSG00000278131"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000278130"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000240842"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000225222"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000278139"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000240847"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000008056"  3.41174186641913   3.18027933284679       1.56852452386618   2.02756111521156       0.0426050610197334    NA
"ENSG00000130518"  3.61880242401829   -1.43568291737677      1.51507130583253   -0.947600889707209     0.343332673076866     NA
"ENSG00000159374"  0.5                -1.02550367550925      1.42166178129196   -0.721341523704257     0.47069941505666      NA
"ENSG00000159377"  197.791890219408   0.365037290360103      0.705814185156391  0.517186106537686      0.60502624967813      0.999838284898011
"ENSG00000215864"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000130511"  41.7298276431975   0.659341021300694      0.869644030633313  0.7581734572714        0.448347148865174     0.999838284898011
"ENSG00000130513"  2.65562110264984   0.0801286479083247     1.58724303750443   0.0504829103136646     0.959737567633011     NA
"ENSG00000130517"  16.5287449717508   0.308179583272936      1.03054984724028   0.299043839653378      0.764906595936896     0.999838284898011
"ENSG00000234998"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000164758"  6.23090415417476   -0.092542448130637     1.31169952059926   -0.0705515605345029    0.943754663381387     0.999838284898011
"ENSG00000164756"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000164754"  58.6877169913333   -1.20210411701682      0.914787173830009  -1.3140806423683       0.18881906767089      0.814968373948384
"ENSG00000164751"  37.603720774426    0.367008327080157      0.841848901212718  0.435955106137772      0.662869302173147     0.999838284898011
"ENSG00000155508"  53.3222297766374   -0.106923361660132     0.796478233900353  -0.134245177217874     0.893208702948787     0.999838284898011
"ENSG00000159082"  7.61880242401829   -2.58014335622312      1.35144473929717   -1.90917414615483      0.0562396302987002    0.435291360756366
"ENSG00000155506"  65.0098277111526   -0.182312295533102     0.818372424565973  -0.22277424074961      0.823711217130607     0.999838284898011
"ENSG00000159086"  25.4799574468235   -0.306818800894213     0.932776009764649  -0.328930844792661     0.742207959617018     0.999838284898011
"ENSG00000234093"  0.75               -1.11008830643767      1.44245171088193   -0.769584380581413     0.441546473211556     NA
"ENSG00000011478"  6.27484983233584   0.285241167772979      1.33488164693247   0.213682739910657      0.830794472031034     0.999838284898011
"ENSG00000251778"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235804"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000230769"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000238833"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000010704"  12.3175761219028   -0.239236939470556     1.12549253146857   -0.21256199644292      0.831668616431585     0.999838284898011
"ENSG00000196616"  1038.25            -10.6913128888075      1.12281996413314   -9.5218407494754       1.70138222146906e-21  3.13224466972454e-18
"ENSG00000125046"  2.7121750856082    0.142320759306408      1.52551697278038   0.09329346172204       0.925670426220369     NA
"ENSG00000238830"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000196611"  1.03133737336382   1.26781628022225       1.48177819572392   0.855604626846906      0.392216509831137     NA
"ENSG00000081913"  8.78724498429926   -1.22404103051818      1.22548428648816   -0.99882229744935      0.317880782551088     0.968917590279031
"ENSG00000285768"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285769"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285766"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285764"  0.618802424018293  1.06979771171814       1.4341121945058    0.745965145416531      0.455688470253295     NA
"ENSG00000285765"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285762"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285763"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285760"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000088205"  39.3103550263575   -0.350703882791906     0.848096506086742  -0.413518839277044     0.67922652257667      0.999838284898011
"ENSG00000120498"  1.40562110264984   1.59415125756961       1.53979335593812   1.03530207571156       0.300527860765397     NA
"ENSG00000252002"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252001"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000252005"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000181029"  32.6602747573844   0.833873359986934      0.972494507644314  0.857458169102503      0.391191723501007     0.999838284898011
"ENSG00000235803"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000263923"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000005471"  2.34337266158991   -0.434076391175772     1.59035400829431   -0.272943249686482     0.784896839818941     NA
"ENSG00000256713"  1.53112422052997   -0.997102521690385     1.58830193827534   -0.627778949116621     0.53014875815929      NA
"ENSG00000256712"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000125753"  49.2311065602006   0.652914123660601      0.796100621884725  0.820140200512421      0.412136187278911     0.999838284898011
"ENSG00000256717"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000256714"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000037280"  12.8433726615899   -3.12613902066537      1.24533565039559   -2.51027826889268      0.0120636056526276    0.170140580557577
"ENSG00000254822"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000160124"  9.89285917342774   1.15231346650357       1.17995686801329   0.976572532217845      0.328780823088191     0.971970992675832
"ENSG00000243004"  8.54214635947444   0.86071523013588       1.2571641690821    0.684648235531815      0.493565921206621     0.999838284898011
"ENSG00000243007"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000235500"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000243008"  1                  -1.23687697504357      1.47365774165761   -0.839324451044036     0.40128726591903      NA
"ENSG00000203914"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000203910"  0                  NA                     NA                 NA                     NA                    NA
"ENSG00000285498"  0                  NA                     NA                 NA                     NA                    NA
